page_id,title,url,content_length,num_links,num_sections,num_references,all_categories,meta_categories,science_categories,num_categories,summary_length,avg_sentence_length,last_revision_date,num_languages,languages,rating
874641,Representation theory of the symmetric group,https://en.wikipedia.org/wiki/Representation_theory_of_the_symmetric_group,20196,0,10,28,"['All articles lacking in-text citations', 'Articles lacking in-text citations from April 2014', 'Articles with short description', 'Integer partitions', 'Permutations', 'Representation theory of finite groups', 'Short description is different from Wikidata', 'Wikipedia articles needing page number citations from April 2022']","['All articles lacking in-text citations', 'Articles lacking in-text citations from April 2014', 'Articles with short description', 'Short description is different from Wikidata', 'Wikipedia articles needing page number citations from April 2022']","['Integer partitions', 'Permutations', 'Representation theory of finite groups']",8,2949,20.57,2026-01-13T21:14:19Z,1,[],START
981981,Requirements engineering,https://en.wikipedia.org/wiki/Requirements_engineering,8078,0,6,7,"['All Wikipedia articles written in American English', 'All articles that are too technical', 'Articles with short description', 'CS1 errors: missing periodical', 'IEEE standards', 'ISO/IEC standards', 'Short description is different from Wikidata', 'Software requirements', 'Systems engineering', 'Use American English from March 2019', 'Use mdy dates from March 2019', 'Wikipedia articles that are too technical from July 2025']","['All Wikipedia articles written in American English', 'All articles that are too technical', 'Articles with short description', 'CS1 errors: missing periodical', 'Short description is different from Wikidata', 'Use American English from March 2019', 'Use mdy dates from March 2019', 'Wikipedia articles that are too technical from July 2025']","['IEEE standards', 'ISO/IEC standards', 'Software requirements', 'Systems engineering']",12,450,19.67,2025-12-10T01:23:31Z,1,[],START
982095,Resettable fuse,https://en.wikipedia.org/wiki/Resettable_fuse,7208,0,4,11,"['All articles needing additional references', 'All articles with unsourced statements', 'Articles needing additional references from January 2017', 'Articles with short description', 'Articles with unsourced statements from January 2017', 'Over-current protection devices', 'Resistive components', 'Short description matches Wikidata']","['All articles needing additional references', 'All articles with unsourced statements', 'Articles needing additional references from January 2017', 'Articles with short description', 'Articles with unsourced statements from January 2017', 'Short description matches Wikidata']","['Over-current protection devices', 'Resistive components']",8,531,20.0,2025-10-18T10:03:43Z,1,[],C
986651,Repeatability,https://en.wikipedia.org/wiki/Repeatability,7665,0,6,10,"['All articles with unsourced statements', 'Articles with short description', 'Articles with unsourced statements from September 2024', 'CS1 maint: multiple names: authors list', 'Metrology', 'Short description is different from Wikidata', 'Statistical reliability', 'Webarchive template wayback links']","['All articles with unsourced statements', 'Articles with short description', 'Articles with unsourced statements from September 2024', 'CS1 maint: multiple names: authors list', 'Short description is different from Wikidata', 'Webarchive template wayback links']","['Metrology', 'Statistical reliability']",8,1061,22.0,2024-09-23T15:21:16Z,1,[],START
1147690,Residency (medicine),https://en.wikipedia.org/wiki/Residency_(medicine),94171,0,67,123,"['All articles needing additional references', 'All articles with unsourced statements', 'Articles containing Swedish-language text', 'Articles containing suspected AI-generated texts from September 2025', 'Articles needing additional references from January 2020', 'Articles with short description', 'Articles with unsourced statements from June 2020', 'Articles with unsourced statements from June 2024', 'Articles with unsourced statements from March 2024', 'Articles with unsourced statements from May 2018', 'Articles with unsourced statements from November 2021', 'Articles with unsourced statements from November 2023', 'CS1 Swedish-language sources (sv)', 'CS1 maint: multiple names: authors list', 'Medical education', 'Medical education in the United States', 'Physicians', 'Short description is different from Wikidata', 'Use dmy dates from November 2019']","['All articles needing additional references', 'All articles with unsourced statements', 'Articles containing Swedish-language text', 'Articles containing suspected AI-generated texts from September 2025', 'Articles needing additional references from January 2020', 'Articles with short description', 'Articles with unsourced statements from June 2020', 'Articles with unsourced statements from June 2024', 'Articles with unsourced statements from March 2024', 'Articles with unsourced statements from May 2018', 'Articles with unsourced statements from November 2021', 'Articles with unsourced statements from November 2023', 'CS1 Swedish-language sources (sv)', 'CS1 maint: multiple names: authors list', 'Short description is different from Wikidata', 'Use dmy dates from November 2019']","['Medical education', 'Medical education in the United States', 'Physicians']",19,0,0.0,2025-12-12T04:18:29Z,1,[],B
1405861,Representation theory of the Galilean group,https://en.wikipedia.org/wiki/Representation_theory_of_the_Galilean_group,9945,0,7,0,"['All articles lacking in-text citations', 'All pages needing cleanup', 'Articles lacking in-text citations from May 2024', 'Articles needing cleanup from May 2024', 'Articles with short description', 'Cleanup tagged articles with a reason field from May 2024', 'Quantum mechanics', 'Representation theory of Lie groups', 'Rotational symmetry', 'Short description matches Wikidata', 'Wikipedia pages needing cleanup from May 2024']","['All articles lacking in-text citations', 'All pages needing cleanup', 'Articles lacking in-text citations from May 2024', 'Articles needing cleanup from May 2024', 'Articles with short description', 'Cleanup tagged articles with a reason field from May 2024', 'Short description matches Wikidata', 'Wikipedia pages needing cleanup from May 2024']","['Quantum mechanics', 'Representation theory of Lie groups', 'Rotational symmetry']",11,0,0.0,2025-11-07T07:41:46Z,1,[],START
1818326,Reproductive biology,https://en.wikipedia.org/wiki/Reproductive_biology,9204,0,13,27,"['Articles with short description', 'Branches of biology', 'Commons category link is on Wikidata', 'Reproduction', 'Short description matches Wikidata']","['Articles with short description', 'Commons category link is on Wikidata', 'Short description matches Wikidata']","['Branches of biology', 'Reproduction']",5,0,0.0,2025-09-30T23:33:25Z,1,[],START
2083759,Reservation price,https://en.wikipedia.org/wiki/Reservation_price,11245,0,8,13,"['All articles with unsourced statements', 'Articles with short description', 'Articles with unsourced statements from December 2023', 'CS1 maint: DOI inactive as of July 2025', 'Pricing', 'Short description is different from Wikidata', 'Utility']","['All articles with unsourced statements', 'Articles with short description', 'Articles with unsourced statements from December 2023', 'CS1 maint: DOI inactive as of July 2025', 'Short description is different from Wikidata']","['Pricing', 'Utility']",7,0,0.0,2025-07-12T11:55:22Z,1,[],START
2249718,Representation theory of the Lorentz group,https://en.wikipedia.org/wiki/Representation_theory_of_the_Lorentz_group,153739,0,60,236,"['All Wikipedia articles written in American English', 'All articles with unsourced statements', 'Articles with short description', 'Articles with unsourced statements from November 2025', 'CS1: long volume value', 'CS1 French-language sources (fr)', 'CS1 German-language sources (de)', 'CS1 Russian-language sources (ru)', 'CS1 maint: ignored ISBN errors', 'CS1 maint: postscript', 'Good articles', 'Pages that use a deprecated format of the math tags', 'Quantum mechanics', 'Representation theory of Lie groups', 'Short description matches Wikidata', 'Special relativity', 'Use American English from March 2019']","['All Wikipedia articles written in American English', 'All articles with unsourced statements', 'Articles with short description', 'Articles with unsourced statements from November 2025', 'CS1: long volume value', 'CS1 French-language sources (fr)', 'CS1 German-language sources (de)', 'CS1 Russian-language sources (ru)', 'CS1 maint: ignored ISBN errors', 'CS1 maint: postscript', 'Good articles', 'Pages that use a deprecated format of the math tags', 'Short description matches Wikidata', 'Use American English from March 2019']","['Quantum mechanics', 'Representation theory of Lie groups', 'Special relativity']",17,0,0.0,2026-01-17T01:43:41Z,1,[],GA
3292675,Reservoir,https://en.wikipedia.org/wiki/Reservoir,53713,0,33,64,"['All articles with incomplete citations', 'All articles with unsourced statements', 'Articles with excerpts', 'Articles with incomplete citations from October 2023', 'Articles with short description', 'Articles with unsourced statements from December 2022', 'Articles with unsourced statements from October 2023', 'Artificial lakes', 'Bodies of water', 'CS1: unfit URL', 'CS1 maint: work parameter with ISBN', 'Commons category link is locally defined', 'Lakes by type', 'Pages with French IPA', 'Reservoirs', 'Short description is different from Wikidata', 'Use dmy dates from September 2020', 'Webarchive template wayback links', 'Wikipedia articles needing clarification from November 2016']","['All articles with incomplete citations', 'All articles with unsourced statements', 'Articles with excerpts', 'Articles with incomplete citations from October 2023', 'Articles with short description', 'Articles with unsourced statements from December 2022', 'Articles with unsourced statements from October 2023', 'CS1: unfit URL', 'CS1 maint: work parameter with ISBN', 'Commons category link is locally defined', 'Pages with French IPA', 'Short description is different from Wikidata', 'Use dmy dates from September 2020', 'Webarchive template wayback links', 'Wikipedia articles needing clarification from November 2016']","['Artificial lakes', 'Bodies of water', 'Lakes by type', 'Reservoirs']",19,0,0.0,2025-12-22T05:03:30Z,1,[],C
3763850,Resampling (statistics),https://en.wikipedia.org/wiki/Resampling_(statistics),18466,0,11,13,"['All Wikipedia articles needing words, phrases or quotes attributed', 'Articles with short description', 'Monte Carlo methods', 'Nonparametric statistics', 'Resampling (statistics)', 'Short description matches Wikidata', 'Statistical inference', 'Wikipedia articles needing words, phrases or quotes attributed from September 2022']","['All Wikipedia articles needing words, phrases or quotes attributed', 'Articles with short description', 'Short description matches Wikidata', 'Wikipedia articles needing words, phrases or quotes attributed from September 2022']","['Monte Carlo methods', 'Nonparametric statistics', 'Resampling (statistics)', 'Statistical inference']",8,0,0.0,2025-07-04T09:24:29Z,1,[],C
4705609,Repulsion motor,https://en.wikipedia.org/wiki/Repulsion_motor,8529,0,14,2,"['AC motors', 'All articles needing additional references', 'All articles with unsourced statements', 'Articles needing additional references from June 2024', 'Articles with short description', 'Articles with unsourced statements from January 2023', 'Electric motors', 'Short description matches Wikidata']","['All articles needing additional references', 'All articles with unsourced statements', 'Articles needing additional references from June 2024', 'Articles with short description', 'Articles with unsourced statements from January 2023', 'Short description matches Wikidata']","['AC motors', 'Electric motors']",8,0,0.0,2025-11-18T13:41:29Z,1,[],START
5146476,Reproductive isolation,https://en.wikipedia.org/wiki/Reproductive_isolation,77482,0,24,109,"['All articles with dead external links', 'Articles with dead external links from October 2025', 'Articles with short description', 'CS1 Spanish-language sources (es)', 'CS1 errors: ISBN date', 'Evolutionary biology', 'Genetics', 'Pollination', 'Reproduction', 'Short description matches Wikidata', 'Use dmy dates from October 2014', 'Webarchive template wayback links', 'Wikipedia articles needing clarification from May 2020', 'Wikipedia articles needing clarification from October 2017']","['All articles with dead external links', 'Articles with dead external links from October 2025', 'Articles with short description', 'CS1 Spanish-language sources (es)', 'CS1 errors: ISBN date', 'Short description matches Wikidata', 'Use dmy dates from October 2014', 'Webarchive template wayback links', 'Wikipedia articles needing clarification from May 2020', 'Wikipedia articles needing clarification from October 2017']","['Evolutionary biology', 'Genetics', 'Pollination', 'Reproduction']",14,0,0.0,2026-01-05T21:00:52Z,1,[],C
5988148,Reproductive medicine,https://en.wikipedia.org/wiki/Reproductive_medicine,19709,0,27,28,"['Andrology', 'Articles with short description', 'Endocrinology', 'Fertility medicine', 'Gynaecology', 'Short description is different from Wikidata', 'Webarchive template wayback links']","['Articles with short description', 'Short description is different from Wikidata', 'Webarchive template wayback links']","['Andrology', 'Endocrinology', 'Fertility medicine', 'Gynaecology']",7,0,0.0,2025-10-02T16:56:48Z,1,[],START
6355948,Representation (mathematics),https://en.wikipedia.org/wiki/Representation_(mathematics),10790,0,8,15,"['Articles with short description', 'Mathematical relations', 'Short description matches Wikidata']","['Articles with short description', 'Short description matches Wikidata']",['Mathematical relations'],3,0,0.0,2025-12-19T15:44:31Z,1,[],B
10306262,Replication (statistics),https://en.wikipedia.org/wiki/Replication_(statistics),9426,0,6,9,"['Articles with short description', 'CS1 maint: location', 'Design of experiments', 'Sampling (statistics)', 'Short description matches Wikidata']","['Articles with short description', 'CS1 maint: location', 'Short description matches Wikidata']","['Design of experiments', 'Sampling (statistics)']",5,0,0.0,2025-05-25T03:23:55Z,1,[],START
10667750,Reservoir computing,https://en.wikipedia.org/wiki/Reservoir_computing,26187,0,19,70,"['Articles with short description', 'Artificial neural networks', 'Short description is different from Wikidata']","['Articles with short description', 'Short description is different from Wikidata']",['Artificial neural networks'],3,0,0.0,2025-11-05T18:13:49Z,1,[],C
12223647,Repugnant market,https://en.wikipedia.org/wiki/Repugnant_market,13322,0,4,33,"['All articles needing additional references', 'All articles that may contain original research', 'All articles with failed verification', 'All articles with unsourced statements', 'Articles needing additional references from May 2008', 'Articles that may contain original research from May 2024', 'Articles with failed verification from November 2016', 'Articles with unsourced statements from October 2012', 'Business ethics', 'CS1 errors: missing periodical', 'CS1 maint: bot: original URL status unknown']","['All articles needing additional references', 'All articles that may contain original research', 'All articles with failed verification', 'All articles with unsourced statements', 'Articles needing additional references from May 2008', 'Articles that may contain original research from May 2024', 'Articles with failed verification from November 2016', 'Articles with unsourced statements from October 2012', 'CS1 errors: missing periodical', 'CS1 maint: bot: original URL status unknown']",['Business ethics'],11,0,0.0,2025-10-10T10:32:24Z,1,[],START
12927068,Reproductive endocrinology and infertility,https://en.wikipedia.org/wiki/Reproductive_endocrinology_and_infertility,6670,0,5,8,"['Andrology', 'Articles with short description', 'Fertility medicine', 'Gynaecological endocrinology', 'Obstetrics', 'Short description matches Wikidata', 'Webarchive template wayback links']","['Articles with short description', 'Short description matches Wikidata', 'Webarchive template wayback links']","['Andrology', 'Fertility medicine', 'Gynaecological endocrinology', 'Obstetrics']",7,0,0.0,2025-11-06T01:00:25Z,1,[],START
14566697,Repugnancy costs,https://en.wikipedia.org/wiki/Repugnancy_costs,3100,0,3,7,"['All stub articles', 'Costs', 'Cultural concepts', 'Economics and finance stubs']",['All stub articles'],"['Costs', 'Cultural concepts', 'Economics and finance stubs']",4,0,0.0,2025-08-02T03:50:57Z,1,[],START
15943873,Repeated measures design,https://en.wikipedia.org/wiki/Repeated_measures_design,20084,0,17,15,"['All articles covered by WikiProject Wikify', 'All pages needing cleanup', 'Analysis of variance', 'Articles covered by WikiProject Wikify from August 2017', 'Articles with short description', 'CS1 maint: multiple names: authors list', 'CS1 maint: publisher location', 'Design of experiments', 'Science experiments', 'Short description matches Wikidata', 'Statistical reliability', 'Wikipedia introduction cleanup from August 2017']","['All articles covered by WikiProject Wikify', 'All pages needing cleanup', 'Articles covered by WikiProject Wikify from August 2017', 'Articles with short description', 'CS1 maint: multiple names: authors list', 'CS1 maint: publisher location', 'Short description matches Wikidata', 'Wikipedia introduction cleanup from August 2017']","['Analysis of variance', 'Design of experiments', 'Science experiments', 'Statistical reliability']",12,0,0.0,2024-11-11T08:41:43Z,1,[],C
19378200,Representation theory,https://en.wikipedia.org/wiki/Representation_theory,57481,0,35,61,"['Algebraic structures', 'Articles with short description', 'CS1 errors: ISBN date', 'Pages using Sister project links with hidden wikidata', 'Representation theory', 'Short description is different from Wikidata']","['Articles with short description', 'CS1 errors: ISBN date', 'Pages using Sister project links with hidden wikidata', 'Short description is different from Wikidata']","['Algebraic structures', 'Representation theory']",6,0,0.0,2025-12-26T16:02:01Z,1,[],B
20610136,Reproductive system,https://en.wikipedia.org/wiki/Reproductive_system,24728,0,23,25,"['Articles with excerpts', 'Articles with short description', 'Commons category link is on Wikidata', 'Endocrine system', 'Fertility', 'Reproductive system', 'Short description is different from Wikidata', 'Webarchive template wayback links', 'Wikipedia indefinitely move-protected pages']","['Articles with excerpts', 'Articles with short description', 'Commons category link is on Wikidata', 'Short description is different from Wikidata', 'Webarchive template wayback links', 'Wikipedia indefinitely move-protected pages']","['Endocrine system', 'Fertility', 'Reproductive system']",9,0,0.0,2026-01-16T17:25:42Z,1,[],C
23799424,Reproductive surgery,https://en.wikipedia.org/wiki/Reproductive_surgery,23693,0,7,52,"['Articles with short description', 'Assisted reproductive technology', 'Human reproduction', 'Short description is different from Wikidata', 'Short description matches Wikidata', 'Surgery']","['Articles with short description', 'Short description is different from Wikidata', 'Short description matches Wikidata']","['Assisted reproductive technology', 'Human reproduction', 'Surgery']",6,0,0.0,2025-10-01T23:10:31Z,1,[],C
26869030,Reptilian conspiracy theory,https://en.wikipedia.org/wiki/Reptilian_conspiracy_theory,23892,0,7,35,"['Alleged extraterrestrial beings', 'Anthropomorphic reptiles', 'Articles with short description', 'Commons category link is on Wikidata', 'Conspiracy theories involving Jews', 'Fictional elements introduced in 1929', 'Fictional reptilians', 'Interlanguage link template forcing interwiki links', 'Mythic humanoids', 'Mythological blood-drinkers', 'Mythological human-eaters', 'Pseudoscience', 'Robert E. Howard', 'Short description is different from Wikidata', 'UFO conspiracy theories', 'Vampires', 'Webarchive template wayback links', 'Wikipedia indefinitely semi-protected pages']","['Articles with short description', 'Commons category link is on Wikidata', 'Interlanguage link template forcing interwiki links', 'Short description is different from Wikidata', 'Webarchive template wayback links', 'Wikipedia indefinitely semi-protected pages']","['Alleged extraterrestrial beings', 'Anthropomorphic reptiles', 'Conspiracy theories involving Jews', 'Fictional elements introduced in 1929', 'Fictional reptilians', 'Mythic humanoids', 'Mythological blood-drinkers', 'Mythological human-eaters', 'Pseudoscience', 'Robert E. Howard', 'UFO conspiracy theories', 'Vampires']",18,0,0.0,2026-01-16T08:03:27Z,1,[],C
29043290,Repowering,https://en.wikipedia.org/wiki/Repowering,11856,0,5,15,"['All articles with unsourced statements', 'Articles with short description', 'Articles with unsourced statements from December 2017', 'Power station technology', 'Short description matches Wikidata', 'Webarchive template wayback links']","['All articles with unsourced statements', 'Articles with short description', 'Articles with unsourced statements from December 2017', 'Short description matches Wikidata', 'Webarchive template wayback links']",['Power station technology'],6,0,0.0,2025-10-02T09:29:47Z,1,[],START
33927556,Representative Concentration Pathway,https://en.wikipedia.org/wiki/Representative_Concentration_Pathway,22401,0,15,49,"['All articles to be expanded', 'All articles with dead external links', 'Articles to be expanded from March 2020', 'Articles with dead external links from October 2025', 'Articles with short description', 'Climate change assessment and attribution', 'Greenhouse gas emissions', 'Intergovernmental Panel on Climate Change', 'Short description is different from Wikidata']","['All articles to be expanded', 'All articles with dead external links', 'Articles to be expanded from March 2020', 'Articles with dead external links from October 2025', 'Articles with short description', 'Short description is different from Wikidata']","['Climate change assessment and attribution', 'Greenhouse gas emissions', 'Intergovernmental Panel on Climate Change']",9,0,0.0,2025-10-25T21:59:57Z,1,[],C
55867424,Residual neural network,https://en.wikipedia.org/wiki/Residual_neural_network,28506,0,16,51,"['Articles with short description', 'Deep learning', 'Neural network architectures', 'Short description matches Wikidata']","['Articles with short description', 'Short description matches Wikidata']","['Deep learning', 'Neural network architectures']",4,0,0.0,2025-10-02T06:31:39Z,1,[],C
59184147,Residue-to-product ratio,https://en.wikipedia.org/wiki/Residue-to-product_ratio,1759,0,2,2,"['Articles with short description', 'Biofuels', 'Crops', 'Geoengineering', 'Short description matches Wikidata']","['Articles with short description', 'Short description matches Wikidata']","['Biofuels', 'Crops', 'Geoengineering']",5,0,0.0,2025-05-25T21:20:52Z,1,[],STUB
25754,Resistor,https://en.wikipedia.org/wiki/Resistor,72877,397,44,51,"['All articles with incomplete citations', 'All articles with unsourced statements', 'All articles with vague or ambiguous time', 'Articles with incomplete citations from December 2021', 'Articles with short description', 'Articles with unsourced statements from July 2011', 'Articles with unsourced statements from July 2018', 'Electric heating', 'Electrical components', 'Resistive components', 'Short description is different from Wikidata', 'Vague or ambiguous time from December 2021', 'Webarchive template wayback links', 'Wikipedia indefinitely semi-protected pages']","['All articles with incomplete citations', 'All articles with unsourced statements', 'All articles with vague or ambiguous time', 'Articles with incomplete citations from December 2021', 'Articles with short description', 'Articles with unsourced statements from July 2011', 'Articles with unsourced statements from July 2018', 'Short description is different from Wikidata', 'Vague or ambiguous time from December 2021', 'Webarchive template wayback links', 'Wikipedia indefinitely semi-protected pages']","['Electric heating', 'Electrical components', 'Resistive components']",14,1314,19.3,2025-12-07T05:38:27Z,114,"['af', 'gsw', 'an', 'ar', 'ary', 'as', 'ast', 'az', 'azb', 'ba', 'sgs', 'be', 'be-tarask', 'bg', 'bn', 'br', 'bs', 'ca', 'ce', 'cs', 'cv', 'cy', 'da', 'de', 'el', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'frr', 'fy', 'ga', 'gl', 'he', 'hi', 'hif', 'hr', 'ht', 'hu', 'hy', 'ia', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lmo', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'mzn', 'new', 'nl', 'nn', 'nb', 'oc', 'om', 'pa', 'pl', 'pms', 'pnb', 'pt', 'ro', 'ru', 'rue', 'sco', 'sh', 'si', 'simple', 'sk', 'sl', 'sq', 'sr', 'stq', 'su', 'sv', 'sw', 'ta', 'te', 'tg', 'th', 'tl', 'tr', 'tt', 'uk', 'ur', 'uz', 'vi', 'war', 'wo', 'wuu', 'yi', 'zh', 'nan', 'yue']",B
37835,Resistojet rocket,https://en.wikipedia.org/wiki/Resistojet_rocket,6463,102,6,5,"['All articles with unsourced statements', 'Articles with short description', 'Articles with unsourced statements from February 2011', 'Rocket propulsion', 'Short description is different from Wikidata']","['All articles with unsourced statements', 'Articles with short description', 'Articles with unsourced statements from February 2011', 'Short description is different from Wikidata']",['Rocket propulsion'],5,1188,22.38,2025-09-14T02:47:59Z,7,"['ar', 'ca', 'fr', 'it', 'ja', 'ko']",STUB
48334,Retina,https://en.wikipedia.org/wiki/Retina,86232,0,22,128,"['All Wikipedia articles written in British English', 'All articles to be expanded', 'All articles with self-published sources', 'All articles with unsourced statements', 'Articles to be expanded from October 2016', 'Articles with multiple maintenance issues', 'Articles with self-published sources from October 2016', 'Articles with short description', 'Articles with unsourced statements from July 2024', 'Articles with unsourced statements from March 2018', 'CS1 maint: multiple names: authors list', 'Human eye anatomy', 'Short description is different from Wikidata', 'Use British English from December 2017', 'Use dmy dates from December 2019', 'Visual system', 'Webarchive template wayback links', 'Wikipedia articles needing clarification from April 2018']","['All Wikipedia articles written in British English', 'All articles to be expanded', 'All articles with self-published sources', 'All articles with unsourced statements', 'Articles to be expanded from October 2016', 'Articles with multiple maintenance issues', 'Articles with self-published sources from October 2016', 'Articles with short description', 'Articles with unsourced statements from July 2024', 'Articles with unsourced statements from March 2018', 'CS1 maint: multiple names: authors list', 'Short description is different from Wikidata', 'Use British English from December 2017', 'Use dmy dates from December 2019', 'Webarchive template wayback links', 'Wikipedia articles needing clarification from April 2018']","['Human eye anatomy', 'Visual system']",18,2115,23.0,2026-01-14T20:56:35Z,77,"['af', 'ar', 'arc', 'ast', 'az', 'be-tarask', 'bg', 'bn', 'bs', 'ca', 'ckb', 'cs', 'cy', 'da', 'de', 'el', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'ga', 'gl', 'he', 'hi', 'hr', 'ht', 'hu', 'id', 'io', 'is', 'it', 'ja', 'jv', 'ki', 'kk', 'kn', 'ko', 'ku', 'ky', 'la', 'lt', 'lv', 'mk', 'ml', 'mr', 'ms', 'my', 'nl', 'nb', 'pl', 'pt', 'ro', 'ru', 'se', 'sh', 'simple', 'sk', 'sl', 'sq', 'sr', 'su', 'sv', 'ta', 'th', 'tr', 'tt', 'uk', 'ur', 'vi', 'wuu', 'yi', 'zh', 'yue']",B
53847,Resource Description Framework,https://en.wikipedia.org/wiki/Resource_Description_Framework,44323,0,29,60,"['Articles with short description', 'Bibliography file formats', 'Commons category link is on Wikidata', 'Knowledge representation', 'Metadata', 'Modeling languages', 'Resource Description Framework', 'Semantic Web', 'Short description is different from Wikidata', 'World Wide Web Consortium standards', 'XML-based standards']","['Articles with short description', 'Commons category link is on Wikidata', 'Short description is different from Wikidata']","['Bibliography file formats', 'Knowledge representation', 'Metadata', 'Modeling languages', 'Resource Description Framework', 'Semantic Web', 'World Wide Web Consortium standards', 'XML-based standards']",11,1161,13.93,2025-11-27T01:04:57Z,36,"['ar', 'bg', 'ca', 'ckb', 'cs', 'da', 'de', 'es', 'eu', 'fa', 'fi', 'fr', 'he', 'hu', 'is', 'it', 'ja', 'ko', 'lv', 'nl', 'nb', 'pl', 'pt', 'ro', 'ru', 'scn', 'sk', 'sr', 'sv', 'ta', 'tr', 'uk', 'vi', 'zh', 'yue']",B
66723,Respiratory system,https://en.wikipedia.org/wiki/Respiratory_system,96744,0,30,144,"['All articles with unsourced statements', 'Articles containing video clips', 'Articles with excerpts', 'Articles with short description', 'Articles with unsourced statements from December 2023', 'Articles with unsourced statements from September 2025', 'CS1: unfit URL', 'Respiratory system', 'Short description is different from Wikidata', 'Webarchive template wayback links', 'Wikipedia articles needing page number citations from September 2010', 'Wikipedia pages semi-protected against vandalism']","['All articles with unsourced statements', 'Articles containing video clips', 'Articles with excerpts', 'Articles with short description', 'Articles with unsourced statements from December 2023', 'Articles with unsourced statements from September 2025', 'CS1: unfit URL', 'Short description is different from Wikidata', 'Webarchive template wayback links', 'Wikipedia articles needing page number citations from September 2010', 'Wikipedia pages semi-protected against vandalism']",['Respiratory system'],12,2103,22.67,2026-01-16T11:37:46Z,112,"['af', 'gsw', 'an', 'ar', 'as', 'ast', 'az', 'azb', 'ba', 'bcl', 'be', 'be-tarask', 'bg', 'bn', 'bo', 'bs', 'ca', 'ckb', 'cs', 'cy', 'da', 'de', 'dv', 'el', 'eo', 'es', 'et', 'eu', 'ext', 'fa', 'fi', 'fr', 'gd', 'gl', 'he', 'hi', 'hif', 'hr', 'hu', 'hy', 'id', 'ilo', 'io', 'is', 'it', 'ja', 'jv', 'kab', 'kk', 'knc', 'ko', 'ku', 'ky', 'la', 'lb', 'lfn', 'li', 'lt', 'lv', 'mk', 'ml', 'ms', 'nds', 'ne', 'new', 'nl', 'nn', 'nb', 'oc', 'om', 'pa', 'pam', 'pl', 'pms', 'pnb', 'ps', 'pt', 'qu', 'ro', 'ru', 'sah', 'sd', 'sh', 'si', 'simple', 'sk', 'sl', 'so', 'sq', 'sr', 'sv', 'sw', 'szy', 'ta', 'te', 'th', 'tl', 'tr', 'tt', 'ug', 'uk', 'ur', 'uz', 'vec', 'vi', 'war', 'wuu', 'yi', 'zh', 'nan', 'yue']",B
142535,Resource Interchange File Format,https://en.wikipedia.org/wiki/Resource_Interchange_File_Format,11420,0,12,5,"['All articles lacking in-text citations', 'Articles lacking in-text citations from January 2019', 'Articles with short description', 'Computer-related introductions in 1991', 'Computer file formats', 'Short description matches Wikidata']","['All articles lacking in-text citations', 'Articles lacking in-text citations from January 2019', 'Articles with short description', 'Short description matches Wikidata']","['Computer-related introductions in 1991', 'Computer file formats']",6,319,17.67,2025-12-14T19:44:44Z,14,"['cs', 'de', 'es', 'fi', 'fr', 'hy', 'ja', 'ko', 'pl', 'ru', 'uk', 'yo', 'zh']",C
155961,Resource depletion,https://en.wikipedia.org/wiki/Resource_depletion,48978,0,22,99,"['All articles lacking reliable references', 'All articles with style issues', 'All articles with unsourced statements', 'Articles lacking reliable references from April 2024', 'Articles with excerpts', 'Articles with short description', 'Articles with unsourced statements from April 2024', 'CS1: long volume value', 'Environmental issues', 'Peak resource production', 'Resource economics', 'Short description matches Wikidata', 'Webarchive template wayback links', 'Wikipedia articles with style issues from April 2024']","['All articles lacking reliable references', 'All articles with style issues', 'All articles with unsourced statements', 'Articles lacking reliable references from April 2024', 'Articles with excerpts', 'Articles with short description', 'Articles with unsourced statements from April 2024', 'CS1: long volume value', 'Short description matches Wikidata', 'Webarchive template wayback links', 'Wikipedia articles with style issues from April 2024']","['Environmental issues', 'Peak resource production', 'Resource economics']",14,716,19.0,2026-01-14T16:43:56Z,15,"['ar', 'es', 'et', 'eu', 'fa', 'ha', 'hi', 'id', 'ig', 'ps', 'pt', 'sr', 'uk', 'zh']",C
172566,Rete algorithm,https://en.wikipedia.org/wiki/Rete_algorithm,36107,0,24,15,"['All articles needing additional references', 'Articles needing additional references from March 2018', 'Articles with short description', 'Expert systems', 'Pattern matching', 'Short description is different from Wikidata']","['All articles needing additional references', 'Articles needing additional references from March 2018', 'Articles with short description', 'Short description is different from Wikidata']","['Expert systems', 'Pattern matching']",6,545,13.0,2025-12-30T12:44:32Z,11,"['ca', 'de', 'es', 'fa', 'fr', 'it', 'ja', 'nl', 'ru', 'sr']",C
