title,page_id
Leaching (pedology),16921463
Lead,17747
Lead Belt,26731520
Lead carbonate,3533543
Lead chromate,3267134
Lead difluoride,19757985
Lead dioxide,2375025
Lead hydrogen arsenate,2181154
Lead oxalate,37792344
Lead tetrafluoride,39665033
Lead(II) chloride,1144596
Lead(II) fluoride,5292415
Lead(II) hydroxide,2549741
Lead(II) iodate,37766875
Lead(II) iodide,766244
Lead(II) nitrate,238508
Lead(II) oxide,1128669
Lead(II) sulfate,377975
Lead(II) sulfide,863494
Lead(IV) chloride,37279442
Leading edge,40166449
Leading-order,37807853
Leaf,18973622
Leaf area index,2298321
Leaf spring,600122
Leakage (economics),24280168
Leakage effect,8315620
Leakage inductance,1302589
Leaky gut syndrome,3139882
Leapfrogging,1310760
Learning,183403
Lease,635681
Least-squares spectral analysis,13609399
Lechitic languages,150212
Lee Sedol,2158460
Lee wave,531385
Leek,47840723
Leeward,1830388
Leg,19166409
Legal liability,1210255
Legal person,219287
Legend (map),24447732
Legged robot,10549090
Leggett inequality,27478537
Leggett–Garg inequality,20376027
Legume,305286
Lehman wave,49980103
Lehmann–Scheffé theorem,342602
Lehmer mean,7422265
Leiden,46599
Leiden University Press,48611365
Leik Myrabo,194057
Lemon market,20833333
Lemon technique,2458124
Lender of last resort,921278
Length,18542
Lenition,435079
Lens (optics),61571532
Lenticular cloud,679144
Lentil,174455
Lenz's law,187461
Leone Battista Alberti,21492906
Leonhard Euler,17902
Leontief paradox,2371921
Leontief production function,2189967
Leontief utilities,25074066
Leprechaun economics,51127636
Lepton,60828
Lerman ratio,4119994
Lerner index,1663747
Lerner paradox,68736094
Lerner symmetry theorem,1035908
Lesene,34183457
Lesion,324927
Leslie P. Kaelbling,18365276
Lesotho,17781
Lethal autonomous weapon,36973733
Lettuce,57079
Leuchter report,634124
Leucine,63546
Leucocratic,39242167
Leukocyte,38255
Leumorphin,35581735
Lev Landau,80322
Levant,18138
Levator palpebrae superioris,2561843
Levee,43024
Level of free convection,5074851
Leveling effect,6371579
Levelling,1034969
Levelling staff,43312206
Levels of evidence,14908056
Lever,38857
Leverage (mechanics),60608696
Leverage ratio,1362474
Levitation (paranormal),643859
Levitation (physics),597844
Lewis acid,18776095
Lewis base,519765
Lewis structure,432181
Lewis–Mogridge position,315983
Lexical analysis,81251
Lexically scoped,1064601
Lexicographical order,531076
Lexikon der indogermanischen Partikeln und Pronominalstämme,44280599
Lexikon der indogermanischen Verben,2682683
Ley line,173279
Liability (financial accounting),23409418
Liaison (French),1215686
Liaison psychiatry,3500313
Liberal paradox,1332480
"Liboff, Richard L.",8329404
Library (computer science),7257637
Library (computing),106421
Library and information science,18933569
Library catalog,190871
Library classification,18328
Library management,18430
Library of Congress,18944081
Library science,5172349
Libration,314494
License,40412
Lichen,172396
Lichenification,4420029
Lidar,41958
Lie algebra,17944
Lie detection,5067510
Lie group,17945
Lie group theory,27865996
Lie sphere geometry,16646944
Lie superalgebra,297501
Lie theory,1595681
Life,18393
Life Cycle Analysis,5744721
Life cycle assessment,33160255
Life on Mars,463835
Life satisfaction,29605965
Life support systems,76958110
Lifebuoy,497225
Lift (force),18009
Lift coefficient,309930
Lift-induced drag,309973
Lift-to-drag ratio,293639
Lifted condensation level,11510560
Lifted index,11530754
Lifting body,168239
Lifting gas,18995926
Lifting hook,6326469
Ligament,17874
Ligand,18589
Ligand (biochemistry),2202422
Light,17939
Light (window),36230985
Light beam,1612888
Light curve,66675
Light pillar,6786780
Light sail,1092420
Light therapy,699110
Light-emitting diode,18290
Light-independent reactions,206015
Light-year,23473595
Lightcraft,341956
Lightening holes,36652063
Lighter than air,699152
Lightest supersymmetric particle,4643304
Lightface,9306214
Lightning,61344
Lightning activity level,42241060
Lightning detection,77135262
Lightning rod,20646679
Lightning strike,2449741
Lignin,190996
Likelihood function,44968
Likelihood interval,50876372
Likelihood ratios in diagnostic testing,935451
Likelihood-ratio test,45035
Lilliefors test,2690426
Lilliputian hallucination,23276318
Limb (anatomy),13280372
Limb darkening,1225755
Limbic system,200405
Lime (material),1867624
Limestone,17748
Limewater,205163
Liming (soil),1101361
Limit (mathematics),26551602
Limit load (physics),1124025
Limit of a function,285759
Limit price,549152
Limit state design,352354
Limnology,145243
Limonene,1779163
Limonite,60777
Lindeman's efficiency,82032816
Lindeman's law,25829987
Line (geometry),946975
Line (mathematics),19372011
Line echo wave pattern,36561875
Line geometry,1168726
Line isolation transformer,3486333
Line of action,3275310
Line of force,3024068
Line-of-sight propagation,60455
Linea alba (abdomen),939131
Linear,34736848
Linear actuator,2100884
Linear aeration,1402016
Linear algebra,18422
Linear alternator,3206138
Linear circuit,6769882
Linear combination,55632
Linear differential equation,379868
Linear discriminant analysis,1470657
Linear elastic,75252708
Linear elasticity,301429
Linear function,152111
Linear group,3983656
Linear low-density polyethylene,2138454
Linear map,18102
Linear maps,1370861
Linear momentum,187330
Linear motion,16652317
Linear motion bearing,17894652
Linear motor,44495
Linear programming,43730
Linear pulse-code modulation,1499949
Linear regression,48758386
Linear representation,292164
Linear search,18171
Linear separability,523173
Linear space,342462
Linear transformation,9486462
Linear variable differential transformer,741812
Lineman (technician),54311474
Linen,56212
Linguistic reconstruction,4651912
Linguistics,22760983
Linguistics (journal),12324805
Linkage (mechanical),1552607
Linked genes,8193281
Linked list,18167
Linker (computing),18566
Linoleic acid,880497
Lint (software),18692
Lintel (architecture),46092704
Linux Foundation,9055249
Liouville's theorem (conformal mappings),12458499
Lip,2136925
Lipid,17940
Lipid bilayer,158011
Lipidology,37988325
Lipidosis,17355940
Lipids,415384
Lipoprotein,92512
Liquefaction,173309
Liquid,18993825
Liquid air cycle engine,153219
Liquid crystal,17973
Liquid fuel,770768
Liquid hydrogen,58673
Liquid manure,39695031
Liquid oxygen,314402
Liquid rocket propellant,1078982
Liquid water,1805886
Liquid-propellant rocket,520402
Liquid-state machine,7806450
Liquid–liquid extraction,2393984
Lise Getoor,40587850
Lisp (programming language),18016
Lisse,121148
List (abstract data type),208382
List (computer science),1735415
List (computing),33936897
List of Afghan flags,71176797
List of Albanian flags,69486970
List of Algerian flags,70660490
List of Andorran flags,72151740
List of Angolan flags,72159129
List of Antarctic flags,66556491
List of Antiguan and Barbudan flags,72159262
List of Arab flags,15179059
List of Arabic place names,2123247
List of Aramaic place names,6985399
List of Argentine flags,3969661
List of Armenian flags,8867213
List of Australian flags,2568690
List of Australian place names of Aboriginal origin,6744475
List of Austrian flags,8300416
List of Azerbaijani flags,22197952
List of Bahamian flags,33268089
List of Bahraini flags,74120567
List of Bangladeshi flags,41543133
List of Barbadian flags,2547646
List of Belarusian flags,11821531
List of Belgian flags,2546724
List of Belizean flags,71442745
List of Beninese flags,77102745
List of Bhutanese flags,70370534
List of Bolivian flags,76055131
List of Brazil state name etymologies,1826905
List of Brazilian flags,1690648
List of Breton flags,67246453
List of Bruneian flags,70326121
List of Bulgaria province name etymologies,19307780
List of Bulgarian flags,60434618
List of Burmese flags,29363284
List of Burundian flags,70200011
List of Cambodian flags,78510759
List of Cameroonian flags,69391056
List of Canada city name etymologies,16296751
List of Canadian flags,2293891
List of Canadian provincial and territorial name etymologies,381789
List of Chilean flags,5199461
List of Chinese flags,2553146
List of Colombian flags,5644559
List of Comorian flags,70628065
List of Cornish flags,12187619
List of Corsican flags,67409660
List of Costa Rican flags,32226622
List of Croatian flags,12005378
List of Cuban flags,72159546
List of Cypriot flags,70225199
List of Czech flags,72065354
List of Danish flags,10821826
List of Djibouti flags,70475042
List of Dominican Republic flags,80752456
List of Dominican flags,23783305
List of East Timorese flags,72166430
List of Ecuadorian flags,72167211
List of Egyptian flags,28017360
List of English flags,5750440
List of Eritrean flags,69065831
List of Estonian flags,11568606
List of Ethiopian flags,70377252
List of Falkland Islands placenames,8098086
List of Fijian flags,56892515
List of French astronomers,48538875
List of French flags,37303860
List of Gabonese flags,72165482
List of Gambian flags,79498615
List of German flags,10701866
List of Ghana flags,79358099
List of Greek flags,2554464
List of Greek place names,2218832
List of Grenadian flags,78406147
List of Guatemalan flags,72175602
List of Guinean flags,77654473
List of Guyanese flags,73252085
List of Haitian flags,42581002
List of Hebrew exonyms,3241426
List of Hebrew place names,78085931
List of Hong Kong flags,47107655
List of Hungarian flags,47819255
List of Icelandic flags,11573248
List of Indian flags,2538901
List of Indian state and union territory name etymologies,14187624
List of Indian state flags,61761147
List of Iranian flags,64795069
List of Italian flags,11098826
List of Jamaican flags,2577081
List of Japanese flags,9863128
List of Japanese prefectural name etymologies,48028147
List of Kazakh flags,37782431
List of Kittitian and Nevisian flags,75112035
List of Korean flags,25787229
List of Korean placename etymologies,13026157
List of Kuwaiti flags,72305066
List of Kyrgyz flags,69247423
"List of Latin names for cities or towns in Continental Europe, Ireland and Scandinavia",18717
List of Latin names of regions,336253
List of Latin place names in Africa,3305907
List of Latin place names in Asia,3250816
List of Latin place names in Britain,1490250
List of Latin place names in Italy and Malta,3633327
List of Latin place names in the Balkans,3188796
List of Lebanese flags,76232583
List of Liberian flags,75111944
List of Libyan flags,70253105
List of Liechtensteinian flags,72151601
List of Macanese flags,47107802
List of Malagasy flags,77627658
List of Malawian flags,77566648
List of Malaysian flags,4795767
List of Maldivian flags,70368422
List of Malian flags,73111324
List of Marshallese flags,77619019
List of Martian meteorites,37835208
List of Mauritanian flags,70748234
List of Mauritian flags,60478730
List of Mexican flags,13549151
List of Mexican municipal flags,69814454
List of Mexican state name etymologies,1169051
List of Micronesian flags,72874324
List of Moldovan flags,17971840
List of Mongolian flags,70339103
List of Monégasque flags,70574790
List of Moroccan flags,30110467
List of Mozambican flags,78520827
List of Muisca toponyms,50904452
List of Namibian flags,69278478
List of Nauruan Flags,72277395
List of Nepal placename etymologies,39873903
List of New Zealand flags,2531016
List of New Zealand place name etymologies,622203
List of Nicaraguan flags,72175803
List of Nigerian flags,72158450
List of Nigerien flags,76758424
List of North Korean flags,47877849
List of Norwegian flags,4061602
List of Occitan flags,67334957
List of Omani flags,70526394
List of Pakistani flags,2552443
List of Palauan flags,68274936
List of Palestinian flags,37063953
List of Panamanian flags,75252691
List of Papua New Guinean flags,56985466
List of Paraguayan flags,76492634
List of Philippine city name etymologies,35594738
List of Polish flags,2577557
List of Polish naval and maritime flags,24484048
List of Portuguese flags,10572905
List of Portuguese municipal flags,68730332
List of Puerto Rican flags,4398564
List of Qatari flags,72214453
List of Rhodesian flags,3334307
List of Romania county name etymologies,1262567
List of Romanian flags,11857939
List of Russian astronomers and astrophysicists,29230973
List of Russian federal subject name etymologies,67573366
List of Russian flags,2547786
List of Russian navy flags,19712569
List of Rwandan flags,70875618
List of Sakha flags,60040595
List of Salvadoran flags,75111846
List of Sammarinese flags,72151823
List of Samoan flags,70429940
List of Saudi Arabian flags,70568523
List of Scottish flags,3005554
List of Serbian flags,5860104
List of Seychellois flags,74635198
List of Sierra Leone flags,70808399
List of Singaporean flags,20576894
List of Slovak flags,72152117
List of Slovenian flags,70422289
List of Solar System probes,788460
List of Somali flags,70172582
List of South African flags,2538034
List of South Korean flags,7028955
List of South Sudanese flags,72194368
List of Spanish flags,8855793
List of Sri Lankan flags,15323406
List of Sudanese flags,72194354
List of Surinamese flags,76002259
List of Swiss flags,72117639
List of Syrian flags,76225508
List of São Toméan flags,77636759
List of Taiwanese flags,3674504
List of Tajik flags,81417503
List of Tanzanian flags,70801205
List of Thai flags,15017634
List of Togolese flags,70923571
List of Trinidadian and Tobagonian flags,70741617
List of Tunisian flags,72083361
List of Turkish flags,69494178
List of Turkmen flags,69287062
List of USSR navy flags,59597596
List of Ugandan flags,70695179
List of Ukrainian flags,7262794
List of United Kingdom flags,2307641
List of Uruguayan flags,70591827
List of Uzbek flags,22202385
List of Vanuatuan flags,71222680
List of Welsh flags,3151140
List of Yemenite flags,77702291
List of Yugoslav flags,26988933
List of Zambian flags,79373514
List of Zimbabwean flags,13343157
List of architectural vaults,8063910
List of areas depopulated due to climate change,77962142
List of artificial intelligence companies,78474528
List of artificial intelligence projects,2142
List of astronomers,80155
List of astronomical catalogues,22685047
List of astronomy acronyms,6712260
"List of aviation, aerospace and aeronautical abbreviations",68067735
List of biologists,59018
List of biology awards,62770471
List of biology disciplines,32587830
List of biology journals,3648775
List of biomolecules,367896
List of bones of the human skeleton,242621
List of books about skepticism,38761204
List of chemical elements,2152181
List of chemistry awards,62770507
List of chemistry journals,3648493
List of chemists,80144
List of classical architecture terms,34269372
List of climate change video games,77058257
List of clinical research topics,46586574
List of cognitive biases,510791
List of common astronomy symbols,6911288
List of common misconceptions,321956
List of communal flags in France,71334315
List of computer size categories,3866244
List of conservation topics,22543964
List of conspiracy theories,360128
List of counseling topics,72066438
List of countries by proportions of national flags,48668017
List of country-name etymologies,153829
List of cryptids,23229685
List of diagnoses characterized as pseudoscience,46813512
List of dimensionless quantities,41688269
List of diminutives by language,49043793
List of diseases,10336117
List of district flags of Germany,70737378
List of districtual name etymologies of Ho Chi Minh City,69366890
List of double placenames,3836979
List of dual place names in New Zealand,29569658
List of economics journals,2117793
List of economists,10231
List of engineering branches,13856857
List of engineering societies,488640
List of environmental degrees,45635853
List of environmental issues,89844
List of environmental journals,18003216
List of environmental research institutes,23191089
List of established military terms,2752238
List of fictional robots and androids,26110
List of fields of application of statistics,19938249
List of flags by color,660903
List of flags by color combination,7892523
List of flags by design,40542928
List of flags of Bosnia and Herzegovina,5486026
List of flags of Brussels,76484782
List of flags of Christmas Island,70814488
List of flags of Equatorial Guinea,70324721
List of flags of Finland,10821051
List of flags of Georgia (country),15539550
List of flags of Indonesia,75247151
List of flags of Iraq,21448787
List of flags of Ireland,2530739
List of flags of Israel,13724299
List of flags of Kenya,4505158
List of flags of Kosovo,15840236
List of flags of Laos,65246388
List of flags of Latvia,11557374
List of flags of Lithuania,11570854
List of flags of Luxembourg,24387591
List of flags of Malta,11889028
List of flags of Montenegro,11841016
List of flags of Nepal,65874411
List of flags of Norfolk Island,70814513
List of flags of North Macedonia,17663065
List of flags of Pays de la Loire,69202066
List of flags of Peru,7762915
List of flags of Sweden,10506465
List of flags of Venezuela,48904828
List of flags of Vietnam,39648499
List of flags of the Cocos (Keeling) Islands,70814503
List of flags of the Democratic Republic of the Congo,41450903
List of flags of the Netherlands,10794987
List of flags of the Papacy,11700199
List of flags of the Philippines,77395512
List of flags of the Royal Thai Armed Forces,22759867
List of flags of the United Arab Emirates,75228336
List of flags of the United States,5112388
List of flags of Île-de-France,65029312
List of flags used in Northern Ireland,10686490
List of flags with Arabic-language text,46396470
List of flags with Christian symbolism,75526323
List of flags with English-language text,46396486
List of flags with Latin-language text,46396512
List of flags with Russian-language text,46396540
List of flags with Spanish-language text,46396562
List of flags with reverses that differ from the obverse,15053795
List of former sovereign states,9269
List of forms of alternative medicine,288156
List of geneticists and biochemists,7293093
List of geographers,223124
List of geographic names of Iranian origin,12070204
List of geographical societies,27440422
List of geologists,80157
List of geometers,161339
List of geoscience organizations,794561
List of homeopathic preparations,15458222
List of important publications in economics,7373229
List of inorganic compounds,1613357
List of inscribed flags,46396451
List of landmarks destroyed or damaged by climate change,77609370
List of largest meteorites on Earth,58133278
List of life sciences,68140
List of long place names,22171108
List of longest placenames in Ireland,1471252
List of lunar meteorites,2864740
List of materials properties,6318968
List of mathematical objects,78036175
List of mathematical probabilists,205069
List of mathematical topics in quantum theory,537026
List of medical abbreviations: D,16981827
"List of medical roots, suffixes and prefixes",80684895
List of memory biases,905646
List of mergers and acquisitions by Google,75023153
List of meteorite minerals,36259166
List of meteorites on Mars,38118772
List of municipal flags of the Netherlands,63133931
List of national capital city name etymologies,26728210
List of national flag proposals,67874872
List of national flags by design,7898132
List of national flags of sovereign states,77526330
List of natural phenomena,1760214
List of nerves of the human body,2580333
List of neurological conditions and disorders,56335
List of non-rectangular flags,63182177
List of optical telescopes,531280
List of patent medicines,61585990
List of personal standards of the Kings of Portugal,74081935
List of physicists,23633
List of physics awards,62770607
List of physics journals,3648693
List of place names in Canada of Indigenous origin,1390269
List of place names of Native American origin in the United States,31441348
List of placenames of indigenous origin in the Americas,74608175
List of places with numeric names,47565351
List of probability distributions,2879918
List of probability journals,19646692
List of probability topics,408108
List of provincial flags of Spain,67205921
List of provincial name etymologies of the Philippines,15270591
List of psychiatric medications,285921
List of psychiatric medications by condition treated,3880397
List of psychiatrists,8820052
List of psychotherapies,2258557
List of publications in biology,40053420
List of purification methods in chemistry,10684384
List of quantum-mechanical potentials,10665011
List of reportedly haunted locations,409702
List of research methods in biology,68292416
List of robotics companies,78542440
List of severe weather phenomena,69907
List of short place names,3936511
List of skeletal muscles of the human body,13691619
List of sovereign states by date of current flag adoption,28238122
List of state and territory name etymologies of the United States,334599
List of states of matter,1314474
List of statistical tests,76032636
List of statistical topics,15208138
List of statisticians,140829
List of statistics articles,191457
List of statistics journals,19972962
List of string theory topics,660973
List of structural elements,32684964
List of structural engineering software,46363699
List of sustainability topics,22295370
List of tallest crosses in the world,45583640
List of topics in space,40013149
List of unsolved problems in biology,26167757
List of unsolved problems in chemistry,2865864
List of unsolved problems in economics,4122187
List of unsolved problems in physics,183089
List of weather instruments,9535267
List of women astronomers,30542632
List of years in the environment,34687569
Listel,3720392
Lists of German municipal flags,70737337
Lists of Japanese municipal flags,15431402
Lists of flags,75948
Lists of geological features of the Solar System,682261
Lists of mathematics topics,527369
Lists of statistics topics,20178324
Lists of telescopes,59885692
Liter,17952
Literal (computer programming),1908624
Literal (mathematical logic),7792761
Lithic fragment (geology),23946975
Lithification,182735
Lithium,17561
Lithium aluminate,5292462
Lithium aluminium hydride,514097
Lithium bicarbonate,66274868
Lithium borohydride,6588022
Lithium bromide,2686966
Lithium carbonate,18237
Lithium chlorate,29571923
Lithium chloride,1286190
Lithium cyanide,37875107
Lithium deuteride,2196546
Lithium fluoride,2687105
Lithium hexafluoroaluminate,77164677
Lithium hydride,2196648
Lithium hydroxide,548771
Lithium hypochlorite,4667050
Lithium hypofluorite,73782713
Lithium iodate,37921649
Lithium iodide,2687248
Lithium metasilicate,42717456
Lithium metatitanate,27835523
Lithium methoxide,31598391
Lithium molybdate,5292574
Lithium niobate,3243489
Lithium nitrate,934819
Lithium nitrite,12630787
Lithium orthosilicate,63932862
Lithium oxide,5292611
Lithium perchlorate,2172095
Lithium periodate,74046549
Lithium peroxide,5292724
Lithium sodium nitroxylate,53408340
Lithium sulfate,4705487
Lithium sulfide,2687467
Lithium sulfite,31332631
Lithium tantalate,2067016
Lithium tellurite,73917302
Lithium titanate,18587504
Lithium tungstate,37537157
Lithobraking,441191
Lithology,452181
Lithometeor,79484239
Lithosphere,145716
Lithospheric flexure,35175245
Lithuanian language,77242
Lithuanian surname,25797610
Litmus paper,212800
Litre,18094
Little Ice Age,36786
Little finger,950991
Little g,4082110
Little string theory,22196872
Lituanus,8776353
Litz wire,2465042
Live axle,230934
Liver,17384301
Livestock,25160767
Livestock branding,969736
Living mulch,2509547
Living stump,15262271
Ljung–Box test,6534294
Ljóðaháttr,1838989
Llama (language model),73306787
Load flow study,3538961
Load following power plant,69841821
Load management,13010605
Load profile,4490333
Load transfer,1396281
Load-bearing wall,960581
Load-loss factor,15399989
Loader (computing),483773
Loam,1164768
Lobster,46310
Lobster-eye optics,75671117
Local Group,18093
Local algebra,2646271
Local area network,17739
Local class field theory,669532
Local field,145375
Local hidden-variable theory,893337
Local multiplier effect,1644518
Local positioning system,13062648
Local ring,153391
Local tax,22817385
Localism (politics),3832640
Localization of brain function,12529389
Locally compact group,1651204
Locant,1554264
Location,2393292
Location (geography),57424083
Location model (economics),1820751
Location parameter,17516
Location theory,4483356
Location–scale family,2680667
Locavorism,34446257
Loch Ness Monster,17877
Locomotive,17717
Loculus (architecture),7348730
Lodestone,211177
Lodging (agriculture),51295378
Lodranite,37819509
Loess,245138
Log-rank test,57692282
Logarithm,17860
Logarithmic average,44266436
Logarithmic mean temperature difference,2289369
Logfile,1409913
Loggia,1157097
Logic,46426065
Logic design,4032998
Logic error,1488075
Logic in computer science,1151991
Logic of bunched implications,40618821
Logic programming,17927
Logical argument,76155
Logical assertion,283850
Logical conjunction,18152
Logical connective,18153
Logical consequence,37531624
Logical inference,4799179
Logical operator,1949883
Logical positivism,18403
Logically,1289036
Logistic differential equation,43779545
Logistic regression,226631
Logistics,77547
Logistics engineering,186164
Logorrhea (psychology),25826933
Loiter (aeronautics),4977385
London,17867
London Underground,17839
London dispersion force,355547
London dispersion forces,1881787
Long bone,780913
Long run,1721505
Long short-term memory,10711453
Long vowel,264777
Long-range order,426262
Longitude,17617
Longitude of the ascending node,924869
Longitudinal fissure,993449
Longitudinal study,1557623
Longitudinal wave,144940
Longshore drift,297209
Longwave,168741
Loop algebra,1336457
Loop invariant,578460
Loop quantum cosmology,4500316
Loop quantum gravity,152664
LoopCo,5720552
Loratadine,416246
Lorentz force,18631
Lorentz force law,1188207
Lorenz curve,18135
Lorenzo Ghiberti,160930
Los Angeles Times,273319
Loss and damage (climate change),37840109
Loss aversion,547827
Loss function,442137
Loss functions for classification,44578554
Loss of appetite,3183858
Loss of consciousness,2577841
Lossless data compression,36904992
Lossy data compression,9762877
Lotfi A. Zadeh,201155
Lotus-eaters,81920
Loudspeaker,45871
Louis Havet,23565182
Louis Hjelmslev,2019202
Louis de Broglie,50165
Low Earth orbit,47568
Low German,494575
Low mood,69158144
Low-carbon economy,8941842
Low-density polyethylene,2138217
Low-dimensional topology,621774
Low-level programming language,189845
Low-level windshear alert system,11571153
Low-noise amplifier,285370
Low-noise block downconverter,231350
Low-pass filter,56484
Low-pressure area,475199
Low-topped supercell,34661458
Lower Egypt,234082
Lower back pain,1974881
Lower extremity of femur,4798586
Lowland,40323388
Lp space,45194
Lubricant,18069
Lubrication,309221
Luca Cardelli,4614165
Lucas critique,561221
Lucas paradox,17975655
Ludwig Boltzmann,544255
Ludwig Rübekeil,63560820
Ludwig von Mises,4826588
Luigi Galvani,88344
Luigi Zingales,24080439
Lumbar vertebra,3866052
Lumbar vertebrae,280497
Lumber,59399
Lumen (anatomy),3432531
Lumen (unit),1163049
Luminosity,44790
Luminous intensity,313418
Lumped element model,61781045
Lumped parameters,8944574
Lunaite,38085896
Lunar effect,2319776
Lunar lander,2378441
Lunar meteorite,262245
Lunar month,47826161
Lunar orbit,5908941
Lunar phase,20424
Lunar space elevator,763553
Lundberg lag,16404514
Lunette,637119
Lung,36863
Lung cancer,18450
Lupus erythematosus,16084604
Lustre (mineralogy),60652
Luteolin,2362065
Lutetium,17745
Lutetium trifluoride,75828272
Luwian language,255039
Luxury goods,858665
Lyapunov stability,363360
Lycopene,18735
Lyman's law,30836403
Lyme disease,244113
Lymph,347123
Lymph node,82342
Lymphatic system,71425
Lymphatic vessel,641160
Lymphocyte,298999
Lymphocytes,223223
Lymphoid tissue,2055733
Lymphoma,71422
Lynchet,900061
Lynn Margulis,45473
Lynne Kelly (science writer),49127950
Lyonization,984144
Lysenkoism,435331
Lysimeter,4558840
Lysine,63544
Léon Walras,46769
M phase,1215487
M-coumaric acid,34782877
M-estimator,4225388
M-theory,20406
M. Hashem Pesaran,4984984
M2 tidal constituent,66043536
MAFOR,6039880
MARC standards,727334
MCAT,241887
MD5 Hash,4289169
MD–PhD,2382281
METAR,466804
MIT Media Lab,386540
MIT Press,719601
MIT Technology Review,1258747
MMR vaccine controversy,59844816
MONIAC,75493717
MOSFET,40345
MP3,19673
MR (identifier),63434881
MRI,19450
MSUGRA,36467467
MUD terminology,67437771
MW 18014,47589007
Maar,956656
Maarten Boudry,45112946
Macaulay's method,12186373
Macedonian Cross,35365392
Macedonian Heraldry Society,67034221
Mach number,20051
Mach's principle,182727
Machair,514196
Machine,51462
Machine (mechanical),32059083
Machine code,20683
Machine element,26981085
Machine ethics,32237314
Machine language,3656589
Machine learning,233488
Machine learning in bioinformatics,53970843
Machine learning in earth sciences,68735447
Machine learning in physics,61373032
Machine listening,17458280
Machine perception,11920671
Machine tool,191490
Machine translation,19980
Machine vision,172088
Machinery's Handbook,1414078
Machines,1280012
Machining,365765
Mach–Zehnder interferometer,579755
Macintosh,71924475
Mackerel sky,2402652
Maclaurin series,46905
Macmillan International Higher Education,63121198
Macrobiotic diet,20318
Macroburst,3989853
Macroeconomic model,897740
Macroeconomic policy instruments,7180775
Macroeconomic populism,53089087
Macroeconomic regulation and control,5140165
Macroeconomics,18820
Macroevolution,20650
Macromolecule,106231
Macromomycin B,40430374
Macronutrient,1148745
Macrophage,169270
Macroscopic,21264890
Mafic,21040
Maghreb place name etymology,639386
Maghrebi Arabic,698612
Magma,37508
Magma chamber,527892
Magnanery,13906477
Magnesite,611537
Magnesium,18909
Magnesium aluminate,1114101
Magnesium aluminium oxide,2230832
Magnesium boride,12365265
Magnesium bromide,8936958
Magnesium carbonate,383220
Magnesium chlorate,47991475
Magnesium chloride,562007
Magnesium chromate,39939294
Magnesium fluoride,996973
Magnesium hydroxide,193305
Magnesium iodide,14632170
Magnesium nitrate,1753167
Magnesium oxalate,37376969
Magnesium oxide,162269
Magnesium perchlorate,2011476
Magnesium polonide,36166039
Magnesium selenide,76043809
Magnesium sulfate,246267
Magnesium sulfide,2202860
Magnesium sulfite,21089000
Magnet,51079
Magnet therapy,75917
Magnet wire,6613267
Magnetic,165386
Magnetic activity,51552411
Magnetic anomaly,13785655
Magnetic blowout,14968464
Magnetic circuit,1115085
Magnetic constant,15746963
Magnetic core,1516916
Magnetic core memory,30745280
Magnetic declination,308058
Magnetic dip,7528635
Magnetic dipole,164402
Magnetic field,36563
Magnetic field line,18492623
Magnetic field strength,1362247
Magnetic fields,2296569
Magnetic flux,65890
Magnetic flux density,201007
Magnetic flux tube,1936961
Magnetic meridian,16136128
Magnetic moment,540979
Magnetic monopole,175470
Magnetic north,406736
Magnetic permeability,185734
Magnetic quantum number,551359
Magnetic sail,37845
Magnetic susceptibility,187360
Magnetic switchback,71426398
Magnetism,19716
Magnetite,277295
Magnetization,2404348
Magnetization current,3892146
Magnetochemistry,30897833
Magnetometer,83060
Magnetoplasmadynamic thruster,37840
Magnetosphere,20479
Magnetostatics,1509289
Magnetostriction,201002
Magnifying transmitter,382397
Magnitude (astronomy),2500686
Magnitude (mathematics),577301
Maharishi Mahesh Yogi,176796
"Maiden Castle, Dorset",157531
Mail user agent,189443
Mailto,934319
Main distribution frame,41344
Main group pallasite,27466917
Main memory,267520
Main sequence,19605
Main stem,11876727
Main-sequence turnoff,71264888
Mainframe computer,20266
Mainland,286960
Mains electricity,175959
Mains electricity by country,864168
Mains hum,2227992
Mainstream economics,4852076
Mainstream medicine,14389207
Maitotoxin,4440346
Maize,20656228
Major depressive disorder,8389
Major depressive episode,4041101
Majorana equation,2914802
Majorana fermion,4643400
Majorana spinor,298066
Majorana–Weyl fermion,36522692
Majorana–Weyl spinor,24690485
Makhtesh,2029587
Maki–Nakagawa–Sakata matrix,23083993
Malabsorption,820953
Malachite,354042
Malatya,1291890
Malay tricolour,46382630
Male,1822282
Male reproductive organs,2805554
Male reproductive system,1827682
Male urethra,6166451
Mali,19127
Malignant transformation,1264722
Malingering,274455
Malleus,55793042
Malliavin calculus,837875
Malmesbury group,76962314
Malonate ion,6764680
Malonic acid,570542
Malononitrile,3076562
Malt,20853
Malt house,18861826
Malt whisky,4301406
Malted milk,548237
Maltese cross,961313
Malthusian growth model,3437245
Malthusianism,1454728
Maltodextrin,901254
Maltose,212786
Maltotriose,8110246
Mamba (deep learning architecture),75795581
Mammal,18838
Mammalian eye,19274237
Mammalogy,438758
Mammals,20536
Mammary gland,311440
Mammary glands,1282780
Managed retreat,2050671
Management,19881
Management science,20200
Managerial economics,523104
Mandapa,8829726
Mandelstam variable,1372693
Mandelstam variables,1372673
Mandeville's paradox,10848678
Mandible,30681089
Mandibular prominence,15748404
Mandibular symphysis,4049718
Manfred Mayrhofer,2666208
